City,Colors Reported,Shape Reported,State,year,time_only
Sebastopol,YELLOW,CIRCLE,CA,2000,18:00:00
Medina,ORANGE,TRIANGLE,OH,2000,19:30:00
Highland Park,BLUE,VARIOUS,NJ,2000,02:30:00
Woodland,ORANGE,LIGHT,CA,2000,23:30:00
Gilbert,RED,CIRCLE,AZ,2000,19:05:00
MM 110,BLUE,CIRCLE,AZ,2000,03:00:00
Toomsuba,RED,OVAL,MS,2000,04:00:00
Chandler,RED,LIGHT,AZ,2000,22:00:00
Fortuna,ORANGE,CIRCLE,CA,2000,18:00:00
Plymouth,GREEN,FIREBALL,OH,2000,22:00:00
Fallston,RED,VARIOUS,MD,2000,19:15:00
Atlanta,ORANGE,LIGHT,GA,2000,20:30:00
Walpole,GREEN,FIREBALL,NH,2000,18:20:00
Brocton,GREEN,OVAL,MA,2000,18:23:00
Greenfiled,GREEN,FIREBALL,MA,2000,18:30:00
Monument Valley,BLUE,OTHER,UT,2000,17:51:00
Pasadena,GREEN,FIREBALL,CA,2000,19:10:00
Garden Grove,ORANGE,LIGHT,CA,2000,16:10:00
Shasta Lake,BLUE,DISK,CA,2000,20:30:00
Anchorage,RED,VARIOUS,AK,2000,21:00:00
Eagle River,RED,LIGHT,WI,2000,23:45:00
